Month,articleID,abstract,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,Month,source,typeOfMaterial,webURL,articleWordCount
Feb-17,589bf08c95d0e024746354d5,,By SEAN T. COLLINS,article,Unknown,"['Television', 'Legion (TV Program)']",1,Culture,0,2/9/17 4:31,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/08/arts/television/legion-series-premiere-season-1-episode-1-recap.html,1378
Feb-17,589bf4d595d0e024746354d6,,By FERNANDA SANTOS,article,She Met Yearly With Immigration Agents. Now They’ve Deported Her.,"['Illegal Immigration', 'Deportation', 'Trump, Donald J', 'Executive Orders and Memorandums', 'Immigration and Customs Enforcement (US)', 'Arizona', 'Mexico', 'Immigration and Emigration']",1,National,11,2/9/17 4:49,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/08/us/phoenix-guadalupe-garcia-de-rayos.html,1224
Feb-17,589bff7395d0e024746354f3,Showkat Nanda has dedicated himself to documenting how the conflict over Kashmir has affected families whose sons have disappeared without a trace.,By EVELYN NIEVES,blogpost,Unknown,"['Human Rights and Human Rights Violations', 'Missing Persons', 'Murders, Attempted Murders and Homicides', 'Photography', 'Women and Girls', 'Magnum Photos', 'India', 'Kashmir and Jammu (India)']",1,Unknown,0,2/9/17 5:29,Feb-17,The New York Times,Blog,https://lens.blogs.nytimes.com/2017/02/09/a-child-of-kashmirs-war-grows-up-to-document-it/,786
Feb-17,589c220795d0e02474635538,,By KATHERINE SCHULTEN,article,Lady Liberty,[],1,Learning,0,2/9/17 8:02,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/learning/lady-liberty.html,84
Feb-17,589c267795d0e0247463553f,,By NICHOLAS KRISTOF,article,"Trump Is Perverse, Fight in Verse","['Poetry and Poets', 'Contests and Prizes', 'Majmudar, Amit', 'Trump, Donald J']",1,OpEd,27,2/9/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/09/opinion/to-reject-trump-the-perverse-poets-wage-a-battle-in-verse.html,697
Feb-17,589c267795d0e0247463553e,,By CHARLES M. BLOW,article,Trump’s Leading Rivals Wear Robes,"['United States Politics and Government', 'Citizens United v Federal Election Commission (Supreme Court Decision)', 'State of the Union Message (US)', 'Courts and the Judiciary', 'Trump, Donald J', 'Curiel, Gonzalo P']",1,OpEd,0,2/9/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/09/opinion/trumps-leading-rivals-wear-robes.html,1175
Feb-17,589c267895d0e02474635540,,By GEORGE YANCY,article,It’s Black History Month. Look in the Mirror.,"['Blacks', 'Whites', 'Philosophy', 'King, Martin Luther Jr', 'Social Conditions and Trends', 'Trump, Donald J', 'United States Politics and Government', 'Immigration and Emigration', 'Refugees and Displaced Persons']",1,OpEd,0,2/9/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/09/opinion/its-black-history-month-look-in-the-mirror.html,1528
Feb-17,589c268695d0e02474635541,,By GAIL COLLINS,article,Elizabeth Warren Persists,"['United States Politics and Government', 'McConnell, Mitch', 'Warren, Elizabeth', 'Republican Party', 'Trump, Donald J', 'Sessions, Jefferson B III', 'Democratic Party']",1,OpEd,27,2/9/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/09/opinion/elizabeth-warren-persists.html,813
Feb-17,589c28a095d0e0247463554b,,By QUOCTRUNG BUI,article,Almost Half of Young Adults Get Rent Help From Parents,"['Youth', 'Renting and Leasing (Real Estate)', 'Labor and Jobs', 'Parenting', 'Finances']",1,Upshot,3,2/9/17 8:30,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/upshot/a-secret-of-many-urban-20-somethings-their-parents-help-with-the-rent.html,809
Feb-17,589c39b495d0e02474635578,,By THOMAS B. EDSALL,article,Integration Works. Can It Survive the Trump Era?,"['Blacks', 'Education (K-12)', 'Poverty', 'Income Inequality', 'Segregation and Desegregation', 'Race and Ethnicity']",1,OpEd,0,2/9/17 9:43,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/09/opinion/integration-works-can-it-survive-the-trump-era.html,1963
Feb-17,589c3dac95d0e02474635582,,By CLAIRE-LOUISE BENNETT,article,The Recordings of Pauline Oliveros,"['Music', 'Ears and Hearing', 'Oliveros, Pauline']",1,Magazine,20,2/9/17 10:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/magazine/letter-of-recommendation-the-recordings-of-pauline-oliveros.html,845
Feb-17,589c3dab95d0e0247463557f,,By SAM SIFTON,article,"Table for Two, No Waiting","['Recipes', ""Valentine's Day"", 'Dirt Candy (Manhattan, NY, Restaurant)', 'Eleven Madison Park (Manhattan, NY, Restaurant)', 'Cooking and Cookbooks']",1,Magazine,24,2/9/17 10:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/magazine/table-for-two-no-waiting.html,733
Feb-17,589c3dae95d0e02474635584,,By MARK O'CONNELL,article,The Immortality Campaign,"['California', 'Istvan, Zoltan', 'Death and Dying', 'Politics and Government', 'Science and Technology']",1,Magazine,44,2/9/17 10:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/magazine/600-miles-in-a-coffin-shaped-bus-campaigning-against-death-itself.html,6777
Feb-17,589c3db495d0e02474635586,,By GLENN KENNY,article,Not Your Typical Fairy-Tale Romance,"['Movies', 'A United Kingdom (Movie)', 'Oyelowo, David', 'Pike, Rosamund', 'Asante, Amma']",1,Weekend,8,2/9/17 10:00,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/09/movies/review-a-united-kingdom-with-love-that-tested-racial-tolerance.html,606
Feb-17,589c3dc095d0e02474635589,,By CAROLINE CROSSON GILPIN,article,"If You Were President, What Would You Do About Climate Change?",[],1,Learning,0,2/9/17 10:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/learning/if-you-were-president-what-would-you-do-about-climate-change.html,303
Feb-17,589c48e195d0e0247463559e,,By MARK LANDLER and MICHAEL FORSYTHE,article,"After Silence From Xi, Trump Endorses the ‘One China’ Policy","['Xi Jinping', 'Trump, Donald J', 'China', 'United States International Relations', 'United States Politics and Government']",1,Foreign,1,2/9/17 10:47,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/world/asia/donald-trump-china-xi-jinping-letter.html,1423
Feb-17,589c4bdc95d0e024746355a7,,By SHIVANI VORA,article,Where Lettuce Meets Literature,"['Salinas (Calif)', 'Travel and Vacations', 'Wines', 'Steinbeck, John', 'Monterey (Calif)']",1,Travel,11,2/9/17 11:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/travel/salinas-valley-california-wine-tourism.html,1904
Feb-17,589c516795d0e024746355bb,,By THE NEW YORK TIMES,article,Unknown,"['Snow and Snowstorms', 'Commuting', 'Education (K-12)', 'New York City', 'Roads and Traffic']",1,Metro,0,2/9/17 11:24,Feb-17,The New York Times,briefing,https://www.nytimes.com/2017/02/09/nyregion/winter-storm-nyc-niko-weather.html,1245
Feb-17,589c59c995d0e024746355d5,,By GRETCHEN REYNOLDS,article,Speed the Salutations,"['Yoga', 'Exercise']",1,Magazine,22,2/9/17 12:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/well/move/does-yoga-qualify-as-an-aerobic-workout.html,485
Feb-17,589c838c95d0e02474635663,,By JOE DRAPE,article,Vocal Critic of Stanford Frozen Out Over Article,"['Stanford University', 'Sex Crimes', 'Riggins, Crystal', 'Colleges and Universities', 'Title IX (Gender Discrimination Legislation)', 'Legal Profession']",1,Sports,10,2/9/17 14:58,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/sports/stanford-lawyer-sexual-assault-accusations.html,956
Feb-17,589c984f95d0e024746356b2,,By VICTOR MATHER,article,Start the 10th Inning With a Runner on Second? An Experiment Outrages Purists,"['Baseball', 'Major League Baseball', 'Torre, Joe']",1,Sports,11,2/9/17 16:26,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/sports/baseball/major-league-baseball-extra-inning-rules-second-base.html,532
Feb-17,589ca8b995d0e024746356fc,,By KIMIKO de FREYTAS-TAMURA,article,"Mr. Darcy, You’re No Colin Firth: A Heartthrob Reconjured","['Austen, Jane', 'Firth, Colin', 'Pride and Prejudice (Book)', 'Books and Literature', 'Sutherland, John (1938- )', 'Vickery, Amanda']",1,Culture,2,2/9/17 17:36,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/books/colin-firth-mr-darcy.html,892
Feb-17,589cb22895d0e02474635725,,By LIGAYA MISHAN,article,Thai Food to Hearten the Homesick in Elmhurst,"['Dek Sen (Queens, NY, Restaurant)', 'Elmhurst (Queens, NY)', 'Restaurants', 'Thai Food (Cuisine)']",1,Dining,5,2/9/17 18:17,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/09/dining/dek-sen-review-thai-food-elmhurst-queens.html,769
Feb-17,589cc1b595d0e0247463575a,,By DAVID W. DUNLAP,article,"1941 | On a Day of Infamy, The Times Is On the Air","['Radio', 'WMCA-AM', 'Sulzberger, Arthur Hays', 'New York Times', 'World War II (1939-45)', 'Newspapers', 'WQXR', 'Barbaro, Michael', 'Bernstein, Nina', 'Pearl Harbor (Hawaii)']",1,Insider,0,2/9/17 19:23,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/insider/1941-on-a-day-of-infamy-the-times-is-on-the-air.html,640
Feb-17,589cd41795d0e02474635792,,By KATHERINE SCHULTEN,article,Teaching Orwell and ’1984’ With The New York Times,[],1,Learning,0,2/9/17 20:41,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/learning/lesson-plans/teaching-orwell-and-1984-with-the-new-york-times.html,2863
Feb-17,589cdaea95d0e024746357a7,,By JUSTIN WOLFERS,article,"Ivanka Trump, Nordstrom and an Ill-Fitting Approach to the U.S. Economy","['Trump, Ivanka', 'Trump, Donald J', 'Customer Relations', 'Labor and Jobs', 'United States Economy']",1,Upshot,0,2/9/17 21:10,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/upshot/trumps-defense-of-ivanka-reflects-approach-that-could-hurt-the-economy.html,466
Feb-17,589ce03b95d0e024746357ba,,By JEANNETTE CATSOULIS,article,John Wick: Chapter 2,"['Movies', 'John Wick: Chapter 2 (Movie)', 'Stahelski, Chad', 'Reeves, Keanu']",1,Weekend,9,2/9/17 21:33,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/09/movies/john-wick-chapter-2-review-keanu-reeves.html,277
Feb-17,589ce37595d0e024746357c7,,By MANOHLA DARGIS,article,Several Shades of Mediocrity in This Sequel,"['Movies', 'Johnson, Dakota', 'Fifty Shades Darker (Movie)', 'Dornan, Jamie', 'Taylor-Wood, Sam']",1,Weekend,7,2/9/17 21:47,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/09/movies/review-fifty-shades-darker-dakota-johnson.html,585
Feb-17,589ce6e195d0e024746357d8,,By A. O. SCOTT,article,Postwar Perils and Ethics on the Beaches of Denmark,"['Movies', 'Land of Mine (Movie)', 'Folsgaard, Mikkel Boe', 'Zandvliet, Martin Pieter', 'Moller, Roland (1972- )', 'Academy Awards (Oscars)']",1,Weekend,6,2/9/17 22:02,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/09/movies/land-of-mine-review.html,532
Feb-17,589cef3695d0e024746357f3,,By LAURA COLLINS-HUGHES,article,A Wide-Eyed Huck Finn Meets the Wider World,"['Encores! Great American Musicals in Concert (Series)', 'Theater', 'deBessonet, Lear', 'Barasch, Nicholas', 'Big River: The Adventures of Huckleberry Finn (Play)', 'Scatliffe, Kyle']",1,Weekend,3,2/9/17 22:37,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/09/theater/big-river-review-encores.html,761
Feb-17,589cf8c895d0e02474635810,,By ADAM LIPTAK,article,Judges Refuse to Reinstate Travel Ban,"['Trump, Donald J', 'United States Politics and Government', 'Executive Orders and Memorandums', 'Refugees and Displaced Persons', 'Immigration and Emigration', 'Minnesota', 'Washington (State)', 'Canby, William Cameron Jr', 'Clifton, Richard Randall', 'Friedland, Michelle Taryn', 'Decisions and Verdicts', 'Robart, James L']",1,National,1,2/9/17 23:18,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/us/politics/appeals-court-trump-travel-ban.html,1449
Feb-17,589d109895d0e02474635840,,By GARY LIPPMAN,article,Stepping Away From an Idiot-Free Zone,"['New York City', 'Graffiti']",0,Metro,20,2/10/17 1:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/nyregion/metropolitan-diary-stepping-away-from-an-idiot-free-zone.html,112
Feb-17,589d17c895d0e0247463584c,,By ALAN RAPPEPORT,article,"Consumer Watchdog Faces Attack by House Republicans, Memo Reveals","['Consumer Financial Protection Bureau', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'Hensarling, Jeb', 'Warren, Elizabeth', 'Trump, Donald J', 'Obama, Barack', 'Regulation and Deregulation of Industry']",1,Business,14,2/10/17 1:30,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/us/politics/consumer-financial-protection-bureau-republicans.html,1294
Feb-17,589d1d1195d0e02474635856,,By SCOTT CACCIOLA,article,"For Oakley and Knicks, Bitter Feud Boils Over","['Basketball', 'New York Knicks', 'Oakley, Charles', 'Dolan, James L']",1,Sports,10,2/10/17 1:53,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/sports/basketball/charles-oakley-james-dolan-knicks.html,1443
Feb-17,589d2cbc95d0e02474635870,,By DEB AMLEN,article,Sexiest Job of the 21st Century,"['Crossword Puzzles', 'Eisenberg, Jesse', 'Minecraft (Video Game)']",1,Games,0,2/10/17 3:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/09/crosswords/sexiest-job-of-the-21st-century-cdc-kafka-born-a-crime.html,708
Feb-17,589d2cd895d0e02474635871,,By BEN BRANTLEY,article,"That Close-Up, in Fine Focus","['Theater', 'Sunset Boulevard (Play)', 'Close, Glenn', 'Lloyd Webber, Andrew', 'Price, Lonny']",1,Weekend,1,2/10/17 3:00,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/09/theater/sunset-boulevard-review.html,1051
Feb-17,589d493b95d0e0247463589a,,By RORY SMITH,article,Côte d’Azur Cinderella? Nice Says Not So Fast,"['Soccer', 'OGC Nice (Soccer Team)', 'Rivere, Jean-Pierre', 'Balotelli, Mario', 'France', 'Terrorism', 'Bastille Day']",1,Sports,10,2/10/17 5:01,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/sports/soccer/nice-france-ligue-1-mario-balotelli-jean-pierre-rivere.html,1501
Feb-17,589d6a2095d0e024746358d2,,By KATHERINE SCHULTEN,article,A Fire Hose of Lava,[],1,Learning,0,2/10/17 7:22,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/learning/a-fire-hose-of-lava.html,83
Feb-17,589d780295d0e024746358ee,,By TIMOTHY EGAN,article,Sugar High for the Democrats,"['United States Politics and Government', 'Democratic Party', 'Trump, Donald J']",1,OpEd,19,2/10/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/democratic-party-sugar-high.html,808
Feb-17,589d780995d0e024746358f1,,By SARAH BINDER,article,A Game Plan for Senate Democrats,"['United States Politics and Government', 'Filibusters and Debate Curbs', 'Democratic Party', 'Senate', 'Republican Party', 'McConnell, Mitch', 'Trump, Donald J']",1,OpEd,23,2/10/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/a-game-plan-for-senate-democrats.html,875
Feb-17,589d780395d0e024746358ef,,By PHIL KLAY,article,What We’re Fighting For,"['United States Defense and Military Forces', 'Iraq War (2003-11)', 'Torture', 'Abu Ghraib (Iraq)', 'United States Marine Corps']",1,OpEd,1,2/10/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/sunday/what-were-fighting-for.html,2096
Feb-17,589d780495d0e024746358f0,,By DAVID BROOKS,article,A Gift  for Donald Trump,"['United States Politics and Government', 'Trump, Donald J', 'Conway, Kellyanne']",1,OpEd,23,2/10/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/a-gift-for-donald-trump.html,811
Feb-17,589d780995d0e024746358f3,,By PAUL KRUGMAN,article,When  the Fire  Comes,"['United States Politics and Government', 'Courts and the Judiciary', 'Trump, Donald J', 'Terrorism']",1,OpEd,23,2/10/17 8:21,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/when-the-fire-comes.html,779
Feb-17,589d7e2895d0e024746358ff,,By THE EDITORIAL BOARD,article,"‘Bad Dude’? No, but Deported Anyway","['Illegal Immigration', 'Deportation', 'Trump, Donald J', 'Executive Orders and Memorandums', 'Immigration and Emigration', 'United States Politics and Government']",1,Editorial,22,2/10/17 8:47,Feb-17,The New York Times,Editorial,https://www.nytimes.com/2017/02/10/opinion/bad-dude-no-but-deported-anyway.html,722
Feb-17,589d81a495d0e02474635907,,By ROGER COHEN,article,Preserving the sanctity of all facts,"['News and News Media', 'Rumors and Misinformation', 'Trump, Donald J', 'United States Politics and Government']",1,OpEd,0,2/10/17 9:02,Feb-17,International New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/preserving-the-sanctity-of-all-facts.html,836
Feb-17,589d882295d0e0247463591e,,By CAROLINE CROSSON GILPIN,article,Questions for: ‘Teenagers Who Vandalized Historic Black Schoolhouse Are Ordered to Read Books’,[],1,Learning,0,2/10/17 9:30,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/learning/questions-for-teenagers-who-vandalized-historic-black-schoolhouse-are-ordered-to-read-books.html,400
Feb-17,589d8f2995d0e02474635936,,By JORDAN RICE,article,Lost Body,"['Poetry and Poets', 'Transgender and Transsexuals']",1,Magazine,17,2/10/17 10:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/magazine/lost-body.html,227
Feb-17,589d8f2995d0e02474635939,,By CAROLINE CROSSON GILPIN,article,How Much Financial Help Do You Expect From Your Parents in the Future?,[],1,Learning,0,2/10/17 10:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/learning/do-your-parents-help-pay-your-rent-or-will-they-when-you-start-out-on-your-own.html,359
Feb-17,589d8f4b95d0e02474635947,,By LIZ SPAYD with EVAN GERSHKOVICH,article,Unknown,"['Ratings (Parental Guidance)', 'United States Politics and Government', 'Freedom of the Press', 'Federal Courts (US)', 'Courts and the Judiciary', 'Presidents and Presidency (US)', 'Executive Orders and Memorandums', 'Immigration and Emigration', 'Refugees and Displaced Persons', 'Computers and the Internet', 'Movies', 'News and News Media', 'Newspapers', 'Libel and Slander', 'Women and Girls', 'Decisions and Verdicts', 'Justice Department', 'New York Times', 'Supreme Court (US)', 'Gillibrand, Kirsten E', 'Trump, Donald J', 'Robart, James L', 'Seattle (Wash)', 'United States']",1,Editorial,0,2/10/17 10:00,Feb-17,The New York Times,Editorial,https://www.nytimes.com/2017/02/10/public-editor/friday-mailbag-when-the-president-attacks.html,1662
Feb-17,589defe895d0e02474635a90,,By RONNIE KOENIG,article,The Bodega Below,"['Convenience Stores', 'Real Estate and Housing (Residential)', 'Greenpoint (Brooklyn, NY)', 'Chelsea (Manhattan, NY)', 'Crown Heights (Brooklyn, NY)', 'Fort Greene (Brooklyn, NY)', 'Park Slope (Brooklyn, NY)']",1,RealEstate,1,2/10/17 10:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/realestate/loving-the-bodega-downstairs.html,1907
Feb-17,589d963095d0e0247463595e,,By MICHAEL GONCHAR,article,Teaching With: ‘A Ride Home From Prison’,[],1,Learning,0,2/10/17 10:30,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/learning/teaching-with-a-ride-home-from-prison.html,534
Feb-17,589d963d95d0e0247463595f,,By BEN BRANTLEY,article,Amid the Clutter Lies Some Clarity,"['Theater', 'The Object Lesson (Play)', 'New York Theater Workshop', 'Sobelle, Geoff', 'Neumann, David']",1,Culture,2,2/10/17 10:30,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/10/theater/the-object-lesson-amid-the-cardboard-clutter.html,357
Feb-17,589d964095d0e02474635960,,By NEIL IRWIN,article,Why It’s So Hard to Fix the Tax Code,"['Taxation', 'Corporate Taxes', 'United States Economy', 'Federal Taxes (US)']",1,SundayBusiness,3,2/10/17 10:30,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/upshot/a-tax-overhaul-would-be-great-in-theory-heres-why-its-so-hard-in-practice.html,1178
Feb-17,589d9d3795d0e0247463596c,,By JANE HAMILTON,article,Love in the Dementia Unit,"['Love (Emotion)', 'Marriages', 'Retirement Communities and Assisted Living', 'Nursing Homes', 'Dementia', 'Widows and Widowers']",1,Science,4,2/10/17 11:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/well/family/in-the-dementia-unit-cupids-at-the-table.html,1075
Feb-17,589d9d3795d0e0247463596b,,By CATHERINE SAINT LOUIS,article,Political Support Divides Art Therapists,"['Therapy and Rehabilitation', 'Art', 'Pence, Karen (1957- )', 'Psychology and Psychologists', 'Mental Health and Disorders', 'Trump, Donald J']",1,Science,1,2/10/17 11:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/well/mind/karen-pence-picks-a-cause-and-art-therapists-feel-angst.html,1311
Feb-17,589d9d4295d0e02474635972,,By PAULA SPAN,article,Doctors Make Gains on an ‘Urgent Threat’,"['Antibiotics', 'Clostridium Difficile (Bacterium)', 'Diarrhea', 'Centers for Disease Control and Prevention', 'Drugs (Pharmaceuticals)', 'Research']",1,Science,5,2/10/17 11:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/health/clostridium-difficile-c-diff.html,1142
Feb-17,589d9e3995d0e02474635977,,By JONATHAN WOLFE,article,Unknown,['New York City'],1,Metro,0,2/10/17 11:04,Feb-17,The New York Times,briefing,https://www.nytimes.com/2017/02/10/nyregion/new-york-today-great-excavations.html,1508
Feb-17,589ddca695d0e02474635a4b,"A reader asks: What can women do about hair thinning after menopause? Does hormone replacement help, and is it safe?",By RONI CARYN RABIN,blogpost,Unknown,"['Baldness', 'Drugs (Pharmaceuticals)', 'Elderly', 'Estrogen', 'Hair', 'Hormones', 'Rogaine (Drug)', 'Women and Girls']",0,Science,0,2/10/17 11:37,Feb-17,The New York Times,Blog,https://well.blogs.nytimes.com/2017/02/10/what-can-older-women-do-about-thinning-hair/,380
Feb-17,589dab5595d0e0247463599b,,By GINIA BELLAFANTE,article,"Reaction to Trump’s Education Chief? In the City, a Lot of Shrugs","['Education (K-12)', 'New York State', 'New York City', 'Private and Sectarian Schools', 'Vouchers', 'Charter Schools', 'Alliance for Quality Education', 'DeVos, Elizabeth (1958- )', 'United States Politics and Government', 'Education Department (US)']",1,Metropolitan,1,2/10/17 12:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/nyregion/betsy-devos-education-trump.html,1006
Feb-17,589db57595d0e024746359c1,,By JANE PERLEZ,article,Unknown,"['United States International Relations', 'China', 'United States', 'Trump, Donald J', 'Xi Jinping']",1,Foreign,0,2/10/17 12:43,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/world/asia/trump-one-china-taiwan.html,1259
Feb-17,589dd8dc95d0e02474635a3d,,By WILLIAM D. COHAN,article,"Welcome Back, Wall Street","['Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'Trump, Donald J', 'Banking and Financial Institutions', 'United States Politics and Government']",1,OpEd,1,2/10/17 15:14,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/sunday/welcome-back-wall-street-now-pay-us-back.html,1602
Feb-17,589de71495d0e02474635a71,,By CONOR DOUGHERTY,article,"Cars Decline in Value; Why Not Homes, Too?","['Real Estate and Housing (Residential)', 'Prices (Fares, Fees and Rates)', 'United States Economy', 'Land Use Policies', 'Renting and Leasing (Real Estate)', 'Glaeser, Edward L', 'Gyourko, Joseph']",1,SundayBusiness,1,2/10/17 16:15,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/upshot/popping-the-housing-bubbles-in-the-american-mind.html,1983
Feb-17,589defb695d0e02474635a8f,,By JEREMY EGNER,article,‘The Walking Dead’ Is Back: 7 Questions for the Second Half Premiere,"['Television', 'AMC (TV Network)', 'The Walking Dead (TV Program)']",1,Culture,0,2/10/17 16:52,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/10/arts/television/the-walking-dead-is-back-7-questions-for-the-second-half-premiere.html,803
Feb-17,589df7ff95d0e02474635ab1,,By CHARLES E. SCHUMER,article,We Won’t Be Fooled Again,"['Supreme Court (US)', 'Gorsuch, Neil M', 'Roberts, John G Jr', 'Trump, Donald J', 'United States Politics and Government', 'Appointments and Executive Changes']",1,OpEd,3,2/10/17 17:27,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/sunday/charles-schumer-judge-gorsuch-we-wont-be-fooled-again.html,1008
Feb-17,589dfa8f95d0e02474635abd,,By MELISSA CLARK,article,This Sauce Makes Everything Taste Better,"['Cooking and Cookbooks', 'Seafood', 'Sauces']",1,Dining,2,2/10/17 17:38,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/dining/easy-dinner-recipe-lemon-curry-butter-fish.html,521
Feb-17,589dfd3995d0e02474635ac5,,By KAREN CROUSE,article,Par for the Course: Woods Is Hurt Again,"['Golf', 'Woods, Tiger']",1,Sports,1,2/10/17 17:49,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/sports/golf/tiger-woods-withdraws-from-two-events.html,881
Feb-17,589e0dc195d0e02474635b0f,,By WILL SHORTZ,article,Cool Things Coming Up Next Week,"['Crossword Puzzles', 'Television', 'Tyson, Neil DeGrasse', 'Eisenberg, Jesse', 'CBS This Morning (TV Program)']",0,Games,0,2/10/17 19:00,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/crosswords/cool-things-coming-up-next-week.html,340
Feb-17,589e0f4695d0e02474635b1b,,By REED ABELSON and MARGOT SANGER-KATZ,article,How to Fix (or Wreck) Obamacare: Advice for the New Secretary,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Price, Thomas E (1954- )']",1,National,12,2/10/17 19:06,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/upshot/how-to-fix-or-wreck-obamacare-advice-for-tom-price.html,1106
Feb-17,589e272d95d0e02474635b5d,,By MOISES VELASQUEZ-MANOFF,article,Sexy Microbes,"['Microbiology', 'Probiotics', 'Love (Emotion)']",1,OpEd,6,2/10/17 20:48,Feb-17,The New York Times,Op-Ed,https://www.nytimes.com/2017/02/10/opinion/sunday/microbes-a-love-story.html,1169
Feb-17,589e348395d0e02474635b88,,By SCOTT CACCIOLA,article,Knicks Invent New Type of Loss as Owner Banishes Ex-Stalwart,"['Dolan, James L', 'New York Knicks', 'Madison Square Garden Inc', 'Oakley, Charles', 'Basketball']",1,Sports,1,2/10/17 21:45,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/sports/basketball/charles-oakley-james-dolan-knicks-madison-square-garden.html,1265
Feb-17,589e3ede95d0e02474635ba0,,By SCOTT TOBIAS,article,‘Billions’ Season 2 Premiere: Neanderthals,"['Billions (TV Program)', 'Television']",1,Culture,0,2/10/17 22:29,Feb-17,The New York Times,Review,https://www.nytimes.com/2017/02/10/arts/television/billions-season-2-episode-1-premiere-recap.html,1291
Feb-17,589e467a95d0e02474635bb7,,By DAVID TANIS,article,What Would a Hungry Turk Do?,"['Cooking and Cookbooks', 'Pies', 'Turkey']",1,Dining,2,2/10/17 23:02,Feb-17,The New York Times,News,https://www.nytimes.com/2017/02/10/dining/turkish-savory-pastry-borek-recipe.html,445
